,ISCO-Code,Stellung im Beruf,is_supervisor,self_employed,n_employees,Anzahl,control_work,control_daily,Bezeichnung
2385,1324,Selbstständige ohne Beschäftigte,1,1,0.0,3920,4,2,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen"
2390,1330,Selbstständige mit Beschäftigten,1,1,5.0,1560,4,2,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie
2395,1330,Selbstständige ohne Beschäftigte,1,1,0.0,1270,4,2,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie
2400,1341,Selbstständige mit Beschäftigten,1,1,5.0,470,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung
2405,1341,Selbstständige ohne Beschäftigte,1,1,0.0,0,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung
2410,1342,Selbstständige mit Beschäftigten,1,1,5.0,3380,4,2,Führungskräfte in der Erbringung von Dienstleistungen im Gesundheitswesen
2415,1342,Selbstständige ohne Beschäftigte,1,1,0.0,620,4,2,Führungskräfte in der Erbringung von Dienstleistungen im Gesundheitswesen
2420,1343,Selbstständige mit Beschäftigten,1,1,5.0,820,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Altenbetreuung
2425,1343,Selbstständige ohne Beschäftigte,1,1,0.0,0,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Altenbetreuung
2430,1344,Selbstständige mit Beschäftigten,1,1,5.0,510,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Sozialfürsorge
2435,1344,Selbstständige ohne Beschäftigte,1,1,0.0,0,4,2,Führungskräfte in der Erbringung von Dienstleistungen der Sozialfürsorge
2440,1345,Selbstständige mit Beschäftigten,1,1,5.0,910,4,2,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens
2445,1345,Selbstständige ohne Beschäftigte,1,1,0.0,780,4,2,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens
2450,1346,Selbstständige mit Beschäftigten,1,1,5.0,3460,4,2,Führungskräfte auf Filialebene in der Erbringung von Finanz- und Versicherungsdienstleistungen
2455,1346,Selbstständige ohne Beschäftigte,1,1,0.0,1120,4,2,Führungskräfte auf Filialebene in der Erbringung von Finanz- und Versicherungsdienstleistungen
2460,1349,Selbstständige mit Beschäftigten,1,1,5.0,1870,4,2,"Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt"
2465,1349,Selbstständige ohne Beschäftigte,1,1,0.0,2000,4,2,"Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt"
2470,1411,Selbstständige mit Beschäftigten,1,1,5.0,6580,4,2,Führungskräfte in Hotels
2475,1411,Selbstständige ohne Beschäftigte,1,1,0.0,1560,4,2,Führungskräfte in Hotels
2480,1412,Selbstständige mit Beschäftigten,1,1,5.0,62120,4,2,Führungskräfte in Restaurants
2485,1412,Selbstständige ohne Beschäftigte,1,1,0.0,12220,4,2,Führungskräfte in Restaurants
2490,1420,Selbstständige mit Beschäftigten,1,1,5.0,3510,4,2,Führungskräfte in Groß- und Einzelhandel
2495,1420,Selbstständige ohne Beschäftigte,1,1,0.0,810,4,2,Führungskräfte in Groß- und Einzelhandel
2500,1431,Selbstständige mit Beschäftigten,1,1,5.0,1860,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur"
2505,1431,Selbstständige ohne Beschäftigte,1,1,0.0,1740,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur"
2510,1439,Selbstständige mit Beschäftigten,1,1,5.0,2020,4,2,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt"
2515,1439,Selbstständige ohne Beschäftigte,1,1,0.0,730,4,2,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt"
2520,2111,Selbstständige mit Beschäftigten,0,1,5.0,400,4,2,Physiker und Astronomen
2525,2111,Selbstständige ohne Beschäftigte,0,1,0.0,620,4,2,Physiker und Astronomen
2530,2112,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Meteorologen
2535,2112,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Meteorologen
2540,2113,Selbstständige mit Beschäftigten,0,1,5.0,620,4,2,Chemiker
2545,2113,Selbstständige ohne Beschäftigte,0,1,0.0,440,4,2,Chemiker
2550,2114,Selbstständige mit Beschäftigten,0,1,5.0,500,4,2,Geologen und Geophysiker
2555,2114,Selbstständige ohne Beschäftigte,0,1,0.0,650,4,2,Geologen und Geophysiker
2560,2120,Selbstständige mit Beschäftigten,0,1,5.0,260,4,2,"Mathematiker, Versicherungsmathematiker und Statistiker"
2565,2120,Selbstständige ohne Beschäftigte,0,1,0.0,690,4,2,"Mathematiker, Versicherungsmathematiker und Statistiker"
2570,2131,Selbstständige mit Beschäftigten,0,1,5.0,790,4,2,"Biologen, Botaniker, Zoologen und verwandte Berufe"
2575,2131,Selbstständige ohne Beschäftigte,0,1,0.0,1700,4,2,"Biologen, Botaniker, Zoologen und verwandte Berufe"
2580,2132,Selbstständige mit Beschäftigten,0,1,5.0,11650,4,2,"Agrar-, Forst- und Fischereiwissenschaftler und -berater"
2585,2132,Selbstständige ohne Beschäftigte,0,1,0.0,4860,4,2,"Agrar-, Forst- und Fischereiwissenschaftler und -berater"
2590,2133,Selbstständige mit Beschäftigten,0,1,5.0,620,4,2,Umweltwissenschaftler
2595,2133,Selbstständige ohne Beschäftigte,0,1,0.0,940,4,2,Umweltwissenschaftler
2600,2141,Selbstständige mit Beschäftigten,0,1,5.0,1730,4,2,Wirtschafts- und Produktionsingenieure
2605,2141,Selbstständige ohne Beschäftigte,0,1,0.0,1800,4,2,Wirtschafts- und Produktionsingenieure
2610,2142,Selbstständige mit Beschäftigten,0,1,5.0,11040,4,2,Bauingenieure
2615,2142,Selbstständige ohne Beschäftigte,0,1,0.0,9060,4,2,Bauingenieure
2620,2143,Selbstständige mit Beschäftigten,0,1,5.0,740,4,2,Umweltschutzingenieure
2625,2143,Selbstständige ohne Beschäftigte,0,1,0.0,890,4,2,Umweltschutzingenieure
2630,2144,Selbstständige mit Beschäftigten,0,1,5.0,9460,4,2,Maschinenbauingenieure
2635,2144,Selbstständige ohne Beschäftigte,0,1,0.0,8030,4,2,Maschinenbauingenieure
2640,2145,Selbstständige mit Beschäftigten,0,1,5.0,890,4,2,Chemieingenieure
2645,2145,Selbstständige ohne Beschäftigte,0,1,0.0,850,4,2,Chemieingenieure
2650,2146,Selbstständige mit Beschäftigten,0,1,5.0,930,4,2,"Bergbauingenieure, Metallurgen und verwandte Berufe"
2655,2146,Selbstständige ohne Beschäftigte,0,1,0.0,670,4,2,"Bergbauingenieure, Metallurgen und verwandte Berufe"
2660,2149,Selbstständige mit Beschäftigten,0,1,5.0,3020,4,2,"Ingenieure, anderweitig nicht genannt"
2665,2149,Selbstständige ohne Beschäftigte,0,1,0.0,2870,4,2,"Ingenieure, anderweitig nicht genannt"
2670,2151,Selbstständige mit Beschäftigten,0,1,5.0,1290,4,2,Ingenieure im Bereich Elektrotechnik
2675,2151,Selbstständige ohne Beschäftigte,0,1,0.0,1880,4,2,Ingenieure im Bereich Elektrotechnik
2680,2152,Selbstständige mit Beschäftigten,0,1,5.0,1650,4,2,Ingenieure im Bereich Elektronik
2685,2152,Selbstständige ohne Beschäftigte,0,1,0.0,1670,4,2,Ingenieure im Bereich Elektronik
2690,2153,Selbstständige mit Beschäftigten,0,1,5.0,230,4,2,Ingenieure im Bereich Telekommunikationstechnik
2695,2153,Selbstständige ohne Beschäftigte,0,1,0.0,430,4,2,Ingenieure im Bereich Telekommunikationstechnik
2700,2161,Selbstständige mit Beschäftigten,0,1,5.0,22010,4,2,Architekten
2705,2161,Selbstständige ohne Beschäftigte,0,1,0.0,17910,4,2,Architekten
2710,2162,Selbstständige mit Beschäftigten,0,1,5.0,2490,4,2,Landschaftsarchitekten
2715,2162,Selbstständige ohne Beschäftigte,0,1,0.0,1790,4,2,Landschaftsarchitekten
2720,2163,Selbstständige mit Beschäftigten,0,1,5.0,3820,4,2,Produkt- und Textildesigner
2725,2163,Selbstständige ohne Beschäftigte,0,1,0.0,9180,4,2,Produkt- und Textildesigner
2730,2164,Selbstständige mit Beschäftigten,0,1,5.0,1390,4,2,"Raum-, Stadt- und Verkehrsplaner"
2735,2164,Selbstständige ohne Beschäftigte,0,1,0.0,1030,4,2,"Raum-, Stadt- und Verkehrsplaner"
2740,2165,Selbstständige mit Beschäftigten,0,1,5.0,2050,4,2,Kartografen und Vermessungsingenieure
2745,2165,Selbstständige ohne Beschäftigte,0,1,0.0,420,4,2,Kartografen und Vermessungsingenieure
2750,2166,Selbstständige mit Beschäftigten,0,1,5.0,14270,4,2,Grafik- und Multimediadesigner
2755,2166,Selbstständige ohne Beschäftigte,0,1,0.0,38960,4,2,Grafik- und Multimediadesigner
2760,2211,Selbstständige mit Beschäftigten,0,1,5.0,41730,4,2,Allgemeinärzte
2765,2211,Selbstständige ohne Beschäftigte,0,1,0.0,9880,4,2,Allgemeinärzte
2770,2212,Selbstständige mit Beschäftigten,0,1,5.0,51030,4,2,Fachärzte
2775,2212,Selbstständige ohne Beschäftigte,0,1,0.0,13080,4,2,Fachärzte
2780,2221,Selbstständige mit Beschäftigten,0,1,5.0,780,4,2,Akademische und vergleichbare Krankenpflegefachkräfte
2785,2221,Selbstständige ohne Beschäftigte,0,1,0.0,550,4,2,Akademische und vergleichbare Krankenpflegefachkräfte
2790,2222,Selbstständige mit Beschäftigten,0,1,5.0,3140,4,2,Akademische und vergleichbare Geburtshilfefachkräfte
2795,2222,Selbstständige ohne Beschäftigte,0,1,0.0,8420,4,2,Akademische und vergleichbare Geburtshilfefachkräfte
2800,2230,Selbstständige mit Beschäftigten,0,1,5.0,9720,4,2,Akademische und vergleichbare Fachkräfte in der traditionellen und komplementären Medizin
2805,2230,Selbstständige ohne Beschäftigte,0,1,0.0,21060,4,2,Akademische und vergleichbare Fachkräfte in der traditionellen und komplementären Medizin
2810,2240,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Feldscher und vergleichbare paramedizinische Praktiker
2815,2240,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Feldscher und vergleichbare paramedizinische Praktiker
2820,2250,Selbstständige mit Beschäftigten,0,1,5.0,9510,4,2,Tierärzte
2825,2250,Selbstständige ohne Beschäftigte,0,1,0.0,4360,4,2,Tierärzte
2830,2261,Selbstständige mit Beschäftigten,0,1,5.0,40420,4,2,Zahnärzte
2835,2261,Selbstständige ohne Beschäftigte,0,1,0.0,2810,4,2,Zahnärzte
2840,2262,Selbstständige mit Beschäftigten,0,1,5.0,12650,4,2,Apotheker
2845,2262,Selbstständige ohne Beschäftigte,0,1,0.0,1590,4,2,Apotheker
2850,2263,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Akademische und vergleichbare Fachkräfte in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene
2855,2263,Selbstständige ohne Beschäftigte,0,1,0.0,400,4,2,Akademische und vergleichbare Fachkräfte in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene
2860,2264,Selbstständige mit Beschäftigten,0,1,5.0,31960,4,2,Physiotherapeuten
2865,2264,Selbstständige ohne Beschäftigte,0,1,0.0,13770,4,2,Physiotherapeuten
2870,2265,Selbstständige mit Beschäftigten,0,1,5.0,1060,4,2,Diätologen und Ernährungsberater
2875,2265,Selbstständige ohne Beschäftigte,0,1,0.0,3060,4,2,Diätologen und Ernährungsberater
2880,2266,Selbstständige mit Beschäftigten,0,1,5.0,4800,4,2,Audiologen und Sprachtherapeuten
2885,2266,Selbstständige ohne Beschäftigte,0,1,0.0,7050,4,2,Audiologen und Sprachtherapeuten
2890,2267,Selbstständige mit Beschäftigten,0,1,5.0,310,4,2,Optometristen und Orthoptisten
2895,2267,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Optometristen und Orthoptisten
2900,2269,Selbstständige mit Beschäftigten,0,1,5.0,7110,4,2,"Akademische und verwandte Gesundheitsberufe, anderweitig nicht genannt"
2905,2269,Selbstständige ohne Beschäftigte,0,1,0.0,6580,4,2,"Akademische und verwandte Gesundheitsberufe, anderweitig nicht genannt"
2910,2310,Selbstständige mit Beschäftigten,0,1,5.0,2080,4,2,Universitäts- und Hochschullehrer
2915,2310,Selbstständige ohne Beschäftigte,0,1,0.0,13240,4,2,Universitäts- und Hochschullehrer
2920,2320,Selbstständige mit Beschäftigten,0,1,5.0,5460,4,2,Lehrkräfte im Bereich Berufsbildung
2925,2320,Selbstständige ohne Beschäftigte,0,1,0.0,26900,4,2,Lehrkräfte im Bereich Berufsbildung
2930,2330,Selbstständige mit Beschäftigten,0,1,5.0,3960,4,2,Lehrkräfte im Sekundarbereich
2935,2330,Selbstständige ohne Beschäftigte,0,1,0.0,13280,4,2,Lehrkräfte im Sekundarbereich
2940,2341,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Lehrkräfte im Primarbereich
2945,2341,Selbstständige ohne Beschäftigte,0,1,0.0,1600,4,2,Lehrkräfte im Primarbereich
2950,2342,Selbstständige mit Beschäftigten,0,1,5.0,2610,4,2,Lehrkräfte und Erzieher im Vorschulbereich
2955,2342,Selbstständige ohne Beschäftigte,0,1,0.0,5280,4,2,Lehrkräfte und Erzieher im Vorschulbereich
2960,2351,Selbstständige mit Beschäftigten,0,1,5.0,580,4,2,Pädagogik- und Didaktikspezialisten
2965,2351,Selbstständige ohne Beschäftigte,0,1,0.0,4550,4,2,Pädagogik- und Didaktikspezialisten
2970,2352,Selbstständige mit Beschäftigten,0,1,5.0,820,4,2,Lehrkräfte im Bereich Sonderpädagogik
2975,2352,Selbstständige ohne Beschäftigte,0,1,0.0,2570,4,2,Lehrkräfte im Bereich Sonderpädagogik
2980,2353,Selbstständige mit Beschäftigten,0,1,5.0,1260,4,2,Sonstige Sprachlehrer
2985,2353,Selbstständige ohne Beschäftigte,0,1,0.0,9140,4,2,Sonstige Sprachlehrer
2990,2354,Selbstständige mit Beschäftigten,0,1,5.0,3080,4,2,Sonstige Musiklehrer
2995,2354,Selbstständige ohne Beschäftigte,0,1,0.0,20690,4,2,Sonstige Musiklehrer
3000,2355,Selbstständige mit Beschäftigten,0,1,5.0,3160,4,2,Sonstige Kunstlehrer
3005,2355,Selbstständige ohne Beschäftigte,0,1,0.0,6270,4,2,Sonstige Kunstlehrer
3010,2356,Selbstständige mit Beschäftigten,0,1,5.0,270,4,2,Ausbilder im Bereich Informationstechnologie
3015,2356,Selbstständige ohne Beschäftigte,0,1,0.0,1180,4,2,Ausbilder im Bereich Informationstechnologie
3020,2359,Selbstständige mit Beschäftigten,0,1,5.0,2170,4,2,"Lehrkräfte, anderweitig nicht genannt"
3025,2359,Selbstständige ohne Beschäftigte,0,1,0.0,16190,4,2,"Lehrkräfte, anderweitig nicht genannt"
3030,2411,Selbstständige mit Beschäftigten,0,1,5.0,35340,4,2,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe"
3035,2411,Selbstständige ohne Beschäftigte,0,1,0.0,11860,4,2,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe"
3040,2412,Selbstständige mit Beschäftigten,0,1,5.0,15170,4,2,Finanz- und Anlageberater
3045,2412,Selbstständige ohne Beschäftigte,0,1,0.0,17500,4,2,Finanz- und Anlageberater
3050,2413,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Finanzanalysten
3055,2413,Selbstständige ohne Beschäftigte,0,1,0.0,390,4,2,Finanzanalysten
3060,2421,Selbstständige mit Beschäftigten,0,1,5.0,25370,4,2,Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse
3065,2421,Selbstständige ohne Beschäftigte,0,1,0.0,47170,4,2,Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse
3070,2422,Selbstständige mit Beschäftigten,0,1,5.0,320,4,2,Akademische und vergleichbare Fachkräfte in der strategischen Planung in Politik und Wirtschaft
3075,2422,Selbstständige ohne Beschäftigte,0,1,0.0,830,4,2,Akademische und vergleichbare Fachkräfte in der strategischen Planung in Politik und Wirtschaft
3080,2423,Selbstständige mit Beschäftigten,0,1,5.0,2460,4,2,Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute
3085,2423,Selbstständige ohne Beschäftigte,0,1,0.0,3220,4,2,Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute
3090,2424,Selbstständige mit Beschäftigten,0,1,5.0,1360,4,2,Fachkräfte in Personalschulung und -entwicklung
3095,2424,Selbstständige ohne Beschäftigte,0,1,0.0,2400,4,2,Fachkräfte in Personalschulung und -entwicklung
3100,2431,Selbstständige mit Beschäftigten,0,1,5.0,6750,4,2,Akademische und vergleichbare Fachkräfte in Werbung und Marketing
3105,2431,Selbstständige ohne Beschäftigte,0,1,0.0,15580,4,2,Akademische und vergleichbare Fachkräfte in Werbung und Marketing
3110,2432,Selbstständige mit Beschäftigten,0,1,5.0,560,4,2,Akademische und vergleichbare Fachkräfte in der Öffentlichkeitsarbeit
3115,2432,Selbstständige ohne Beschäftigte,0,1,0.0,1980,4,2,Akademische und vergleichbare Fachkräfte in der Öffentlichkeitsarbeit
3120,2433,Selbstständige mit Beschäftigten,0,1,5.0,2000,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)"
3125,2433,Selbstständige ohne Beschäftigte,0,1,0.0,2960,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)"
3130,2434,Selbstständige mit Beschäftigten,0,1,5.0,1270,4,2,Akademische und vergleichbare Fachkräfte im Vertrieb von Informations- und Kommunikationstechnologie
3135,2434,Selbstständige ohne Beschäftigte,0,1,0.0,1350,4,2,Akademische und vergleichbare Fachkräfte im Vertrieb von Informations- und Kommunikationstechnologie
3140,2511,Selbstständige mit Beschäftigten,0,1,5.0,11030,4,2,Systemanalytiker
3145,2511,Selbstständige ohne Beschäftigte,0,1,0.0,18140,4,2,Systemanalytiker
3150,2512,Selbstständige mit Beschäftigten,0,1,5.0,8290,4,2,Softwareentwickler
3155,2512,Selbstständige ohne Beschäftigte,0,1,0.0,12740,4,2,Softwareentwickler
3160,2513,Selbstständige mit Beschäftigten,0,1,5.0,1600,4,2,Web- und Multimediaentwickler
3165,2513,Selbstständige ohne Beschäftigte,0,1,0.0,2840,4,2,Web- und Multimediaentwickler
3170,2514,Selbstständige mit Beschäftigten,0,1,5.0,1950,4,2,Anwendungsprogrammierer
3175,2514,Selbstständige ohne Beschäftigte,0,1,0.0,3430,4,2,Anwendungsprogrammierer
3180,2519,Selbstständige mit Beschäftigten,0,1,5.0,520,4,2,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt"
3185,2519,Selbstständige ohne Beschäftigte,0,1,0.0,1050,4,2,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt"
3190,2521,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Datenbankentwickler und -administratoren
3195,2521,Selbstständige ohne Beschäftigte,0,1,0.0,300,4,2,Datenbankentwickler und -administratoren
3200,2522,Selbstständige mit Beschäftigten,0,1,5.0,960,4,2,Systemadministratoren
3205,2522,Selbstständige ohne Beschäftigte,0,1,0.0,1530,4,2,Systemadministratoren
3210,2523,Selbstständige mit Beschäftigten,0,1,5.0,280,4,2,Akademische und vergleichbare Fachkräfte für Computernetzwerke
3215,2523,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Akademische und vergleichbare Fachkräfte für Computernetzwerke
3220,2529,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt"
3225,2529,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt"
3230,2611,Selbstständige mit Beschäftigten,0,1,5.0,48950,4,2,Anwälte
3235,2611,Selbstständige ohne Beschäftigte,0,1,0.0,24100,4,2,Anwälte
3240,2612,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Richter
3245,2612,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Richter
3250,2619,Selbstständige mit Beschäftigten,0,1,5.0,6330,4,2,"Juristen, anderweitig nicht genannt"
3255,2619,Selbstständige ohne Beschäftigte,0,1,0.0,3880,4,2,"Juristen, anderweitig nicht genannt"
3260,2621,Selbstständige mit Beschäftigten,0,1,5.0,430,4,2,Archiv- und Museumswissenschaftler
3265,2621,Selbstständige ohne Beschäftigte,0,1,0.0,2140,4,2,Archiv- und Museumswissenschaftler
3270,2622,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bibliothekswissenschaftler und verwandte Informationswissenschaftler
3275,2622,Selbstständige ohne Beschäftigte,0,1,0.0,330,4,2,Bibliothekswissenschaftler und verwandte Informationswissenschaftler
3280,2631,Selbstständige mit Beschäftigten,0,1,5.0,610,4,2,Volkswirtschaftler
3285,2631,Selbstständige ohne Beschäftigte,0,1,0.0,900,4,2,Volkswirtschaftler
3290,2632,Selbstständige mit Beschäftigten,0,1,5.0,790,4,2,"Soziologen, Anthropologen und verwandte Wissenschaftler"
3295,2632,Selbstständige ohne Beschäftigte,0,1,0.0,2210,4,2,"Soziologen, Anthropologen und verwandte Wissenschaftler"
3300,2633,Selbstständige mit Beschäftigten,0,1,5.0,300,4,2,"Philosophen, Historiker und Politologen"
3305,2633,Selbstständige ohne Beschäftigte,0,1,0.0,1190,4,2,"Philosophen, Historiker und Politologen"
3310,2634,Selbstständige mit Beschäftigten,0,1,5.0,12720,4,2,Psychologen
3315,2634,Selbstständige ohne Beschäftigte,0,1,0.0,35840,4,2,Psychologen
3320,2635,Selbstständige mit Beschäftigten,0,1,5.0,7210,4,2,Sozialarbeiter
3325,2635,Selbstständige ohne Beschäftigte,0,1,0.0,13790,4,2,Sozialarbeiter
3330,2636,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Geistliche, Seelsorger"
3335,2636,Selbstständige ohne Beschäftigte,0,1,0.0,580,4,2,"Geistliche, Seelsorger"
3340,2641,Selbstständige mit Beschäftigten,0,1,5.0,2810,4,2,Autoren und verwandte schriftstellerische Berufe
3345,2641,Selbstständige ohne Beschäftigte,0,1,0.0,18190,4,2,Autoren und verwandte schriftstellerische Berufe
3350,2642,Selbstständige mit Beschäftigten,0,1,5.0,4690,4,2,Journalisten
3355,2642,Selbstständige ohne Beschäftigte,0,1,0.0,25360,4,2,Journalisten
3360,2643,Selbstständige mit Beschäftigten,0,1,5.0,3920,4,2,"Übersetzer, Dolmetscher und andere Linguisten"
3365,2643,Selbstständige ohne Beschäftigte,0,1,0.0,17750,4,2,"Übersetzer, Dolmetscher und andere Linguisten"
3370,2651,Selbstständige mit Beschäftigten,0,1,5.0,4680,4,2,Bildende Künstler
3375,2651,Selbstständige ohne Beschäftigte,0,1,0.0,20130,4,2,Bildende Künstler
3380,2652,Selbstständige mit Beschäftigten,0,1,5.0,6380,4,2,"Musiker, Sänger und Komponisten"
3385,2652,Selbstständige ohne Beschäftigte,0,1,0.0,27340,4,2,"Musiker, Sänger und Komponisten"
3390,2653,Selbstständige mit Beschäftigten,0,1,5.0,300,4,2,Tänzer und Choreografen
3395,2653,Selbstständige ohne Beschäftigte,0,1,0.0,1500,4,2,Tänzer und Choreografen
3400,2654,Selbstständige mit Beschäftigten,0,1,5.0,3970,4,2,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen
3405,2654,Selbstständige ohne Beschäftigte,0,1,0.0,10580,4,2,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen
3410,2655,Selbstständige mit Beschäftigten,0,1,5.0,1290,4,2,Schauspieler
3415,2655,Selbstständige ohne Beschäftigte,0,1,0.0,5420,4,2,Schauspieler
3420,2656,Selbstständige mit Beschäftigten,0,1,5.0,370,4,2,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien"
3425,2656,Selbstständige ohne Beschäftigte,0,1,0.0,1670,4,2,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien"
3430,2659,Selbstständige mit Beschäftigten,0,1,5.0,1190,4,2,"Bildende und darstellende Künstler, anderweitig nicht genannt"
3435,2659,Selbstständige ohne Beschäftigte,0,1,0.0,4430,4,2,"Bildende und darstellende Künstler, anderweitig nicht genannt"
3440,3111,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Chemo- und Physikotechniker
3445,3111,Selbstständige ohne Beschäftigte,0,1,0.0,230,4,2,Chemo- und Physikotechniker
3450,3112,Selbstständige mit Beschäftigten,0,1,5.0,11390,4,2,Bautechniker
3455,3112,Selbstständige ohne Beschäftigte,0,1,0.0,8320,4,2,Bautechniker
3460,3113,Selbstständige mit Beschäftigten,0,1,5.0,2470,4,2,Elektrotechniker
3465,3113,Selbstständige ohne Beschäftigte,0,1,0.0,2190,4,2,Elektrotechniker
3470,3114,Selbstständige mit Beschäftigten,0,1,5.0,1800,4,2,Techniker im Bereich Elektronik
3475,3114,Selbstständige ohne Beschäftigte,0,1,0.0,2250,4,2,Techniker im Bereich Elektronik
3480,3115,Selbstständige mit Beschäftigten,0,1,5.0,6400,4,2,Maschinenbautechniker
3485,3115,Selbstständige ohne Beschäftigte,0,1,0.0,5110,4,2,Maschinenbautechniker
3490,3116,Selbstständige mit Beschäftigten,0,1,5.0,1130,4,2,Chemiebetriebs- und Verfahrenstechniker
3495,3116,Selbstständige ohne Beschäftigte,0,1,0.0,440,4,2,Chemiebetriebs- und Verfahrenstechniker
3500,3117,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bergbau- und Hüttentechniker
3505,3117,Selbstständige ohne Beschäftigte,0,1,0.0,210,4,2,Bergbau- und Hüttentechniker
3510,3118,Selbstständige mit Beschäftigten,0,1,5.0,1550,4,2,Technische Zeichner
3515,3118,Selbstständige ohne Beschäftigte,0,1,0.0,2140,4,2,Technische Zeichner
3520,3119,Selbstständige mit Beschäftigten,0,1,5.0,7030,4,2,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt"
3525,3119,Selbstständige ohne Beschäftigte,0,1,0.0,5040,4,2,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt"
3530,3121,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Produktionsleiter im Bergbau
3535,3121,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Produktionsleiter im Bergbau
3540,3122,Selbstständige mit Beschäftigten,0,1,5.0,57490,4,2,Produktionsleiter bei der Herstellung von Waren
3545,3122,Selbstständige ohne Beschäftigte,0,1,0.0,19860,4,2,Produktionsleiter bei der Herstellung von Waren
3550,3123,Selbstständige mit Beschäftigten,0,1,5.0,50960,4,2,Bauleiter
3555,3123,Selbstständige ohne Beschäftigte,0,1,0.0,17440,4,2,Bauleiter
3560,3131,Selbstständige mit Beschäftigten,0,1,5.0,4010,4,2,Steuerer von Energieerzeugungsanlagen
3565,3131,Selbstständige ohne Beschäftigte,0,1,0.0,1410,4,2,Steuerer von Energieerzeugungsanlagen
3570,3132,Selbstständige mit Beschäftigten,0,1,5.0,430,4,2,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen
3575,3132,Selbstständige ohne Beschäftigte,0,1,0.0,220,4,2,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen
3580,3133,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Steuerer von chemischen Verfahrensanlagen
3585,3133,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Steuerer von chemischen Verfahrensanlagen
