"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"593",2960,"2351","Selbstständige mit Beschäftigten",0,1,5,580,4,2,"Pädagogik- und Didaktikspezialisten","2351","2351","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","62.28"
"594",2965,"2351","Selbstständige ohne Beschäftigte",0,1,0,4550,4,2,"Pädagogik- und Didaktikspezialisten","2351","2351","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.28"
"595",2970,"2352","Selbstständige mit Beschäftigten",0,1,5,820,4,2,"Lehrkräfte im Bereich Sonderpädagogik","2340","2340","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","62.00"
"596",2975,"2352","Selbstständige ohne Beschäftigte",0,1,0,2570,4,2,"Lehrkräfte im Bereich Sonderpädagogik","2340","2340","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.00"
"597",2980,"2353","Selbstständige mit Beschäftigten",0,1,5,1260,4,2,"Sonstige Sprachlehrer","2359","2359","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","62.28"
"598",2985,"2353","Selbstständige ohne Beschäftigte",0,1,0,9140,4,2,"Sonstige Sprachlehrer","2359","2359","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","62.28"
"599",2990,"2354","Selbstständige mit Beschäftigten",0,1,5,3080,4,2,"Sonstige Musiklehrer","2359","2359","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","62.28"
"600",2995,"2354","Selbstständige ohne Beschäftigte",0,1,0,20690,4,2,"Sonstige Musiklehrer","2359","2359","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","62.28"
"601",3000,"2355","Selbstständige mit Beschäftigten",0,1,5,3160,4,2,"Sonstige Kunstlehrer","2359","2359","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","62.28"
"602",3005,"2355","Selbstständige ohne Beschäftigte",0,1,0,6270,4,2,"Sonstige Kunstlehrer","2359","2359","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","62.28"
"603",3010,"2356","Selbstständige mit Beschäftigten",0,1,5,270,4,2,"Ausbilder im Bereich Informationstechnologie","2359","2359","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","62.28"
"604",3015,"2356","Selbstständige ohne Beschäftigte",0,1,0,1180,4,2,"Ausbilder im Bereich Informationstechnologie","2359","2359","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","62.28"
"605",3020,"2359","Selbstständige mit Beschäftigten",0,1,5,2170,4,2,"Lehrkräfte, anderweitig nicht genannt","2359","2359","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","68.00"
"606",3025,"2359","Selbstständige ohne Beschäftigte",0,1,0,16190,4,2,"Lehrkräfte, anderweitig nicht genannt","2359","2359","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","68.00"
"607",3030,"2411","Selbstständige mit Beschäftigten",0,1,5,35340,4,2,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe","2411","2411","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","58.45"
"608",3035,"2411","Selbstständige ohne Beschäftigte",0,1,0,11860,4,2,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe","2411","2411","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","58.45"
"609",3040,"2412","Selbstständige mit Beschäftigten",0,1,5,15170,4,2,"Finanz- und Anlageberater","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","58.45"
"610",3045,"2412","Selbstständige ohne Beschäftigte",0,1,0,17500,4,2,"Finanz- und Anlageberater","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","58.45"
"611",3050,"2413","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Finanzanalysten","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","58.45"
"612",3055,"2413","Selbstständige ohne Beschäftigte",0,1,0,390,4,2,"Finanzanalysten","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","58.45"
"613",3060,"2421","Selbstständige mit Beschäftigten",0,1,5,25370,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","55.80"
"614",3065,"2421","Selbstständige ohne Beschäftigte",0,1,0,47170,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","55.80"
"615",3070,"2422","Selbstständige mit Beschäftigten",0,1,5,320,4,2,"Akademische und vergleichbare Fachkräfte in der strategischen Planung in Politik und Wirtschaft","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","55.80"
"616",3075,"2422","Selbstständige ohne Beschäftigte",0,1,0,830,4,2,"Akademische und vergleichbare Fachkräfte in der strategischen Planung in Politik und Wirtschaft","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","55.80"
"617",3080,"2423","Selbstständige mit Beschäftigten",0,1,5,2460,4,2,"Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","2412","2412","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","55.80"
"618",3085,"2423","Selbstständige ohne Beschäftigte",0,1,0,3220,4,2,"Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","2412","2412","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","55.80"
"619",3090,"2424","Selbstständige mit Beschäftigten",0,1,5,1360,4,2,"Fachkräfte in Personalschulung und -entwicklung","2412","2412","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","55.80"
"620",3095,"2424","Selbstständige ohne Beschäftigte",0,1,0,2400,4,2,"Fachkräfte in Personalschulung und -entwicklung","2412","2412","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","55.80"
"621",3100,"2431","Selbstständige mit Beschäftigten",0,1,5,6750,4,2,"Akademische und vergleichbare Fachkräfte in Werbung und Marketing","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","50.09"
"622",3105,"2431","Selbstständige ohne Beschäftigte",0,1,0,15580,4,2,"Akademische und vergleichbare Fachkräfte in Werbung und Marketing","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","50.09"
"623",3110,"2432","Selbstständige mit Beschäftigten",0,1,5,560,4,2,"Akademische und vergleichbare Fachkräfte in der Öffentlichkeitsarbeit","2419","2419","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","57.00"
"624",3115,"2432","Selbstständige ohne Beschäftigte",0,1,0,1980,4,2,"Akademische und vergleichbare Fachkräfte in der Öffentlichkeitsarbeit","2419","2419","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","57.00"
"625",3120,"2433","Selbstständige mit Beschäftigten",0,1,5,2000,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)","3415","3415","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","48.37"
"626",3125,"2433","Selbstständige ohne Beschäftigte",0,1,0,2960,4,2,"Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)","3415","3415","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","48.37"
"627",3130,"2434","Selbstständige mit Beschäftigten",0,1,5,1270,4,2,"Akademische und vergleichbare Fachkräfte im Vertrieb von Informations- und Kommunikationstechnologie","3415","3415","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","50.09"
"628",3135,"2434","Selbstständige ohne Beschäftigte",0,1,0,1350,4,2,"Akademische und vergleichbare Fachkräfte im Vertrieb von Informations- und Kommunikationstechnologie","3415","3415","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","50.09"
"629",3140,"2511","Selbstständige mit Beschäftigten",0,1,5,11030,4,2,"Systemanalytiker","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"630",3145,"2511","Selbstständige ohne Beschäftigte",0,1,0,18140,4,2,"Systemanalytiker","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"631",3150,"2512","Selbstständige mit Beschäftigten",0,1,5,8290,4,2,"Softwareentwickler","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"632",3155,"2512","Selbstständige ohne Beschäftigte",0,1,0,12740,4,2,"Softwareentwickler","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"633",3160,"2513","Selbstständige mit Beschäftigten",0,1,5,1600,4,2,"Web- und Multimediaentwickler","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"634",3165,"2513","Selbstständige ohne Beschäftigte",0,1,0,2840,4,2,"Web- und Multimediaentwickler","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"635",3170,"2514","Selbstständige mit Beschäftigten",0,1,5,1950,4,2,"Anwendungsprogrammierer","2132","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","51.00"
"636",3175,"2514","Selbstständige ohne Beschäftigte",0,1,0,3430,4,2,"Anwendungsprogrammierer","2132","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"637",3180,"2519","Selbstständige mit Beschäftigten",0,1,5,520,4,2,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"638",3185,"2519","Selbstständige ohne Beschäftigte",0,1,0,1050,4,2,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"639",3190,"2521","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Datenbankentwickler und -administratoren","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"640",3195,"2521","Selbstständige ohne Beschäftigte",0,1,0,300,4,2,"Datenbankentwickler und -administratoren","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"641",3200,"2522","Selbstständige mit Beschäftigten",0,1,5,960,4,2,"Systemadministratoren","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"642",3205,"2522","Selbstständige ohne Beschäftigte",0,1,0,1530,4,2,"Systemadministratoren","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"643",3210,"2523","Selbstständige mit Beschäftigten",0,1,5,280,4,2,"Akademische und vergleichbare Fachkräfte für Computernetzwerke","2131","2131","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"644",3215,"2523","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Akademische und vergleichbare Fachkräfte für Computernetzwerke","2131","2131","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"645",3220,"2529","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt","2139","2139","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","51.00"
"646",3225,"2529","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt","2139","2139","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","51.00"
"647",3230,"2611","Selbstständige mit Beschäftigten",0,1,5,48950,4,2,"Anwälte","2421","2421","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","73.10"
"648",3235,"2611","Selbstständige ohne Beschäftigte",0,1,0,24100,4,2,"Anwälte","2421","2421","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","73.10"
"649",3240,"2612","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Richter","2422","2422","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","76.11"
"650",3245,"2612","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Richter","2422","2422","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","76.11"
"651",3250,"2619","Selbstständige mit Beschäftigten",0,1,5,6330,4,2,"Juristen, anderweitig nicht genannt","2429","2429","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","69.40"
"652",3255,"2619","Selbstständige ohne Beschäftigte",0,1,0,3880,4,2,"Juristen, anderweitig nicht genannt","2429","2429","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","69.40"
"653",3260,"2621","Selbstständige mit Beschäftigten",0,1,5,430,4,2,"Archiv- und Museumswissenschaftler","2431","2431","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","54.00"
"654",3265,"2621","Selbstständige ohne Beschäftigte",0,1,0,2140,4,2,"Archiv- und Museumswissenschaftler","2431","2431","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","54.00"
"655",3270,"2622","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bibliothekswissenschaftler und verwandte Informationswissenschaftler","2432","2432","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","54.00"
"656",3275,"2622","Selbstständige ohne Beschäftigte",0,1,0,330,4,2,"Bibliothekswissenschaftler und verwandte Informationswissenschaftler","2432","2432","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","54.00"
"657",3280,"2631","Selbstständige mit Beschäftigten",0,1,5,610,4,2,"Volkswirtschaftler","2441","2441","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","60.00"
"658",3285,"2631","Selbstständige ohne Beschäftigte",0,1,0,900,4,2,"Volkswirtschaftler","2441","2441","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","60.00"
"659",3290,"2632","Selbstständige mit Beschäftigten",0,1,5,790,4,2,"Soziologen, Anthropologen und verwandte Wissenschaftler","2442","2442","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","68.51"
"660",3295,"2632","Selbstständige ohne Beschäftigte",0,1,0,2210,4,2,"Soziologen, Anthropologen und verwandte Wissenschaftler","2442","2442","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","68.51"
"661",3300,"2633","Selbstständige mit Beschäftigten",0,1,5,300,4,2,"Philosophen, Historiker und Politologen","2443","2443","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","56.30"
"662",3305,"2633","Selbstständige ohne Beschäftigte",0,1,0,1190,4,2,"Philosophen, Historiker und Politologen","2443","2443","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","56.30"
"663",3310,"2634","Selbstständige mit Beschäftigten",0,1,5,12720,4,2,"Psychologen","2445","2445","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"664",3315,"2634","Selbstständige ohne Beschäftigte",0,1,0,35840,4,2,"Psychologen","2445","2445","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"665",3320,"2635","Selbstständige mit Beschäftigten",0,1,5,7210,4,2,"Sozialarbeiter","2446","2446","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","53.89"
"666",3325,"2635","Selbstständige ohne Beschäftigte",0,1,0,13790,4,2,"Sozialarbeiter","2446","2446","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","53.89"
"667",3330,"2636","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Geistliche, Seelsorger","2460","2460","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","54.00"
"668",3335,"2636","Selbstständige ohne Beschäftigte",0,1,0,580,4,2,"Geistliche, Seelsorger","2460","2460","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","54.00"
"669",3340,"2641","Selbstständige mit Beschäftigten",0,1,5,2810,4,2,"Autoren und verwandte schriftstellerische Berufe","2451","2451","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","56.92"
"670",3345,"2641","Selbstständige ohne Beschäftigte",0,1,0,18190,4,2,"Autoren und verwandte schriftstellerische Berufe","2451","2451","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","56.92"
"671",3350,"2642","Selbstständige mit Beschäftigten",0,1,5,4690,4,2,"Journalisten","2451","2451","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","62.99"
"672",3355,"2642","Selbstständige ohne Beschäftigte",0,1,0,25360,4,2,"Journalisten","2451","2451","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.99"
"673",3360,"2643","Selbstständige mit Beschäftigten",0,1,5,3920,4,2,"Übersetzer, Dolmetscher und andere Linguisten","2444","2444","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'II  Service class II'","65.66"
"674",3365,"2643","Selbstständige ohne Beschäftigte",0,1,0,17750,4,2,"Übersetzer, Dolmetscher und andere Linguisten","2444","2444","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","65.66"
"675",3370,"2651","Selbstständige mit Beschäftigten",0,1,5,4680,4,2,"Bildende Künstler","2452","2452","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","57.00"
"676",3375,"2651","Selbstständige ohne Beschäftigte",0,1,0,20130,4,2,"Bildende Künstler","2452","2452","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","57.00"
"677",3380,"2652","Selbstständige mit Beschäftigten",0,1,5,6380,4,2,"Musiker, Sänger und Komponisten","2453","2453","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.09"
"678",3385,"2652","Selbstständige ohne Beschäftigte",0,1,0,27340,4,2,"Musiker, Sänger und Komponisten","2453","2453","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.09"
"679",3390,"2653","Selbstständige mit Beschäftigten",0,1,5,300,4,2,"Tänzer und Choreografen","2454","2454","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","40.00"
"680",3395,"2653","Selbstständige ohne Beschäftigte",0,1,0,1500,4,2,"Tänzer und Choreografen","2454","2454","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","40.00"
"681",3400,"2654","Selbstständige mit Beschäftigten",0,1,5,3970,4,2,"Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen","2455","2455","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","66.78"
"682",3405,"2654","Selbstständige ohne Beschäftigte",0,1,0,10580,4,2,"Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen","2455","2455","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","66.78"
"683",3410,"2655","Selbstständige mit Beschäftigten",0,1,5,1290,4,2,"Schauspieler","2455","2455","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","56.79"
"684",3415,"2655","Selbstständige ohne Beschäftigte",0,1,0,5420,4,2,"Schauspieler","2455","2455","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","56.79"
"685",3420,"2656","Selbstständige mit Beschäftigten",0,1,5,370,4,2,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien","3472","3472","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","50.00"
"686",3425,"2656","Selbstständige ohne Beschäftigte",0,1,0,1670,4,2,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien","3472","3472","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","50.00"
"687",3430,"2659","Selbstständige mit Beschäftigten",0,1,5,1190,4,2,"Bildende und darstellende Künstler, anderweitig nicht genannt","3474","3474","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","33.00"
"688",3435,"2659","Selbstständige ohne Beschäftigte",0,1,0,4430,4,2,"Bildende und darstellende Künstler, anderweitig nicht genannt","3474","3474","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","33.00"
"689",3440,"3111","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Chemo- und Physikotechniker","3111","3111","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.00"
"690",3445,"3111","Selbstständige ohne Beschäftigte",0,1,0,230,4,2,"Chemo- und Physikotechniker","3111","3111","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.00"
"691",3450,"3112","Selbstständige mit Beschäftigten",0,1,5,11390,4,2,"Bautechniker","3112","3112","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","52.72"
"692",3455,"3112","Selbstständige ohne Beschäftigte",0,1,0,8320,4,2,"Bautechniker","3112","3112","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","52.72"
"693",3460,"3113","Selbstständige mit Beschäftigten",0,1,5,2470,4,2,"Elektrotechniker","3113","3113","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.00"
"694",3465,"3113","Selbstständige ohne Beschäftigte",0,1,0,2190,4,2,"Elektrotechniker","3113","3113","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.00"
"695",3470,"3114","Selbstständige mit Beschäftigten",0,1,5,1800,4,2,"Techniker im Bereich Elektronik","3114","3114","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","49.65"
"696",3475,"3114","Selbstständige ohne Beschäftigte",0,1,0,2250,4,2,"Techniker im Bereich Elektronik","3114","3114","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","49.65"
"697",3480,"3115","Selbstständige mit Beschäftigten",0,1,5,6400,4,2,"Maschinenbautechniker","3115","3115","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.00"
"698",3485,"3115","Selbstständige ohne Beschäftigte",0,1,0,5110,4,2,"Maschinenbautechniker","3115","3115","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.00"
"699",3490,"3116","Selbstständige mit Beschäftigten",0,1,5,1130,4,2,"Chemiebetriebs- und Verfahrenstechniker","3116","3116","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.00"
"700",3495,"3116","Selbstständige ohne Beschäftigte",0,1,0,440,4,2,"Chemiebetriebs- und Verfahrenstechniker","3116","3116","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.00"
"701",3500,"3117","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bergbau- und Hüttentechniker","3117","3117","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","54.00"
"702",3505,"3117","Selbstständige ohne Beschäftigte",0,1,0,210,4,2,"Bergbau- und Hüttentechniker","3117","3117","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","54.00"
"703",3510,"3118","Selbstständige mit Beschäftigten",0,1,5,1550,4,2,"Technische Zeichner","3118","3118","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","55.00"
"704",3515,"3118","Selbstständige ohne Beschäftigte",0,1,0,2140,4,2,"Technische Zeichner","3118","3118","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","55.00"
"705",3520,"3119","Selbstständige mit Beschäftigten",0,1,5,7030,4,2,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","3119","3119","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","46.00"
"706",3525,"3119","Selbstständige ohne Beschäftigte",0,1,0,5040,4,2,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","3119","3119","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","46.00"
"707",3530,"3121","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Produktionsleiter im Bergbau","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","45.94"
"708",3535,"3121","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Produktionsleiter im Bergbau","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","45.94"
"709",3540,"3122","Selbstständige mit Beschäftigten",0,1,5,57490,4,2,"Produktionsleiter bei der Herstellung von Waren","1222","1222","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","45.94"
"710",3545,"3122","Selbstständige ohne Beschäftigte",0,1,0,19860,4,2,"Produktionsleiter bei der Herstellung von Waren","1222","1222","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","45.94"
"711",3550,"3123","Selbstständige mit Beschäftigten",0,1,5,50960,4,2,"Bauleiter","1223","1223","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","45.94"
"712",3555,"3123","Selbstständige ohne Beschäftigte",0,1,0,17440,4,2,"Bauleiter","1223","1223","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","45.94"
"713",3560,"3131","Selbstständige mit Beschäftigten",0,1,5,4010,4,2,"Steuerer von Energieerzeugungsanlagen","8161","8161","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.76"
"714",3565,"3131","Selbstständige ohne Beschäftigte",0,1,0,1410,4,2,"Steuerer von Energieerzeugungsanlagen","8161","8161","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.76"
"715",3570,"3132","Selbstständige mit Beschäftigten",0,1,5,430,4,2,"Steuerer von Verbrennungs- und Wasserbehandlungsanlagen","8163","8163","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"716",3575,"3132","Selbstständige ohne Beschäftigte",0,1,0,220,4,2,"Steuerer von Verbrennungs- und Wasserbehandlungsanlagen","8163","8163","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"717",3580,"3133","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Steuerer von chemischen Verfahrensanlagen","8150","8150","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
"718",3585,"3133","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Steuerer von chemischen Verfahrensanlagen","8150","8150","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.91"
