"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"1168",5835,"8113","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Tiefbohrer und verwandte Berufe","8113","8113","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","31.00"
"1169",5840,"8114","Selbstständige mit Beschäftigten",0,1,5,290,4,2,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien","8212","8212","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.00"
"1170",5845,"8114","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien","8212","8212","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","30.00"
"1171",5850,"8121","Selbstständige mit Beschäftigten",0,1,5,250,4,2,"Bediener von Anlagen in der Metallerzeugung und -umformung","8120","8120","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","41.13"
"1172",5855,"8121","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen in der Metallerzeugung und -umformung","8120","8120","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","41.13"
"1173",5860,"8122","Selbstständige mit Beschäftigten",0,1,5,390,4,2,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen","8223","8223","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1174",5865,"8122","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen","8223","8223","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","28.00"
"1175",5870,"8131","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Anlagen und Maschinen für chemische Erzeugnisse","8220","8220","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","31.55"
"1176",5875,"8131","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen und Maschinen für chemische Erzeugnisse","8220","8220","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","31.55"
"1177",5880,"8132","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Anlagen für fotografische Erzeugnisse","8224","8224","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","36.00"
"1178",5885,"8132","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen für fotografische Erzeugnisse","8224","8224","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","36.00"
"1179",5890,"8141","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Maschinen zur Herstellung von Gummiwaren","8231","8231","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.00"
"1180",5895,"8141","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Herstellung von Gummiwaren","8231","8231","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","30.00"
"1181",5900,"8142","Selbstständige mit Beschäftigten",0,1,5,360,4,2,"Bediener von Maschinen zur Herstellung von Kunststoffwaren","8232","8232","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","29.30"
"1182",5905,"8142","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Herstellung von Kunststoffwaren","8232","8232","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","29.30"
"1183",5910,"8143","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Maschinen zur Herstellung von Papierwaren","8253","8253","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1184",5915,"8143","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Herstellung von Papierwaren","8253","8253","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","28.00"
"1185",5920,"8151","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen","8261","8261","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.64"
"1186",5925,"8151","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen","8261","8261","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","32.64"
"1187",5930,"8152","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Web-, Strick- und Wirkmaschinen","8262","8262","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.20"
"1188",5935,"8152","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Web-, Strick- und Wirkmaschinen","8262","8262","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","30.20"
"1189",5940,"8153","Selbstständige mit Beschäftigten",0,1,5,290,4,2,"Bediener von Nähmaschinen","8263","8263","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.86"
"1190",5945,"8153","Selbstständige ohne Beschäftigte",0,1,0,820,4,2,"Bediener von Nähmaschinen","8263","8263","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","27.86"
"1191",5950,"8154","Selbstständige mit Beschäftigten",0,1,5,270,4,2,"Bediener von Bleich- und Färbemaschinen","8264","8264","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","23.32"
"1192",5955,"8154","Selbstständige ohne Beschäftigte",0,1,0,250,4,2,"Bediener von Bleich- und Färbemaschinen","8264","8264","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","23.32"
"1193",5960,"8155","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen","8265","8265","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.86"
"1194",5965,"8155","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen","8265","8265","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","27.86"
"1195",5970,"8156","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Maschinen zur Schuhherstellung und verwandte Berufe","8266","8266","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.86"
"1196",5975,"8156","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Schuhherstellung und verwandte Berufe","8266","8266","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","27.86"
"1197",5980,"8157","Selbstständige mit Beschäftigten",0,1,5,1280,4,2,"Bediener von Wäschereimaschinen","8264","8264","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.86"
"1198",5985,"8157","Selbstständige ohne Beschäftigte",0,1,0,920,4,2,"Bediener von Wäschereimaschinen","8264","8264","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","27.86"
"1199",5990,"8159","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt","8269","8269","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.86"
"1200",5995,"8159","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt","8269","8269","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","27.86"
"1201",6000,"8160","Selbstständige mit Beschäftigten",0,1,5,2490,4,2,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln","8270","8270","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","36.28"
"1202",6005,"8160","Selbstständige ohne Beschäftigte",0,1,0,1410,4,2,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln","8270","8270","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","36.28"
"1203",6010,"8171","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Anlagen zur Zellstoff- und Papierherstellung","8140","8140","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1204",6015,"8171","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen zur Zellstoff- und Papierherstellung","8140","8140","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","28.00"
"1205",6020,"8172","Selbstständige mit Beschäftigten",0,1,5,380,4,2,"Bediener von Anlagen zur Holzaufbereitung","8141","8141","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","29.95"
"1206",6025,"8172","Selbstständige ohne Beschäftigte",0,1,0,370,4,2,"Bediener von Anlagen zur Holzaufbereitung","8141","8141","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","29.95"
"1207",6030,"8181","Selbstständige mit Beschäftigten",0,1,5,330,4,2,"Bediener von Anlagen zur Glas- und Keramikherstellung","8131","8131","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1208",6035,"8181","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Anlagen zur Glas- und Keramikherstellung","8131","8131","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","25.00"
"1209",6040,"8182","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Dampfmaschinen und -kesseln","8162","8162","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1210",6045,"8182","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Dampfmaschinen und -kesseln","8162","8162","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1211",6050,"8183","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen","8290","8290","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1212",6055,"8183","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen","8290","8290","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","25.00"
"1213",6060,"8189","Selbstständige mit Beschäftigten",0,1,5,410,4,2,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt","8290","8290","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1214",6065,"8189","Selbstständige ohne Beschäftigte",0,1,0,430,4,2,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt","8290","8290","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","25.00"
"1215",6070,"8211","Selbstständige mit Beschäftigten",0,1,5,650,4,2,"Berufe der Montage von mechanischen Bauteilen","8281","8281","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.34"
"1216",6075,"8211","Selbstständige ohne Beschäftigte",0,1,0,940,4,2,"Berufe der Montage von mechanischen Bauteilen","8281","8281","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","39.34"
"1217",6080,"8212","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Berufe der Montage von elektrischen und elektronischen Geräten","8283","8283","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","48.00"
"1218",6085,"8212","Selbstständige ohne Beschäftigte",0,1,0,250,4,2,"Berufe der Montage von elektrischen und elektronischen Geräten","8283","8283","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","48.00"
"1219",6090,"8219","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Montageberufe, anderweitig nicht genannt","8290","8290","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.34"
"1220",6095,"8219","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Montageberufe, anderweitig nicht genannt","8290","8290","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","39.34"
"1221",6100,"8311","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Lokomotivführer","8311","8311","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.41"
"1222",6105,"8311","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Lokomotivführer","8311","8311","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.41"
"1223",6110,"8312","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb","8312","8312","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","29.09"
"1224",6115,"8312","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb","8312","8312","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","29.09"
"1225",6120,"8321","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Kraftradfahrer","8321","8321","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.76"
"1226",6125,"8321","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Kraftradfahrer","8321","8321","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","30.76"
"1227",6130,"8322","Selbstständige mit Beschäftigten",0,1,5,10270,4,2,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","8322","8322","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.76"
"1228",6135,"8322","Selbstständige ohne Beschäftigte",0,1,0,8580,4,2,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","8322","8322","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","30.76"
"1229",6140,"8331","Selbstständige mit Beschäftigten",0,1,5,1280,4,2,"Busfahrer und Straßenbahnführer","8323","8323","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1230",6145,"8331","Selbstständige ohne Beschäftigte",0,1,0,790,4,2,"Busfahrer und Straßenbahnführer","8323","8323","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","32.00"
"1231",6150,"8332","Selbstständige mit Beschäftigten",0,1,5,7350,4,2,"Fahrer schwerer Lastkraftwagen","8324","8324","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","33.00"
"1232",6155,"8332","Selbstständige ohne Beschäftigte",0,1,0,4350,4,2,"Fahrer schwerer Lastkraftwagen","8324","8324","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","33.00"
"1233",6160,"8341","Selbstständige mit Beschäftigten",0,1,5,400,4,2,"Führer von mobilen land- und forstwirtschaftlichen Maschinen","8331","8331","Self empl w/1-9 employees","Small Employers","'Small business owners'","'VII Unskilled workers/Farm labours'","31.00"
"1234",6165,"8341","Selbstständige ohne Beschäftigte",0,1,0,350,4,2,"Führer von mobilen land- und forstwirtschaftlichen Maschinen","8331","8331","Self empl w/no empoyees","Self empl","'Small business owners'","'VII Unskilled workers/Farm labours'","31.00"
"1235",6170,"8342","Selbstständige mit Beschäftigten",0,1,5,2380,4,2,"Führer von Erdbewegungs- und verwandten Maschinen","8332","8332","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1236",6175,"8342","Selbstständige ohne Beschäftigte",0,1,0,1720,4,2,"Führer von Erdbewegungs- und verwandten Maschinen","8332","8332","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1237",6180,"8343","Selbstständige mit Beschäftigten",0,1,5,280,4,2,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen","8333","8333","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.39"
"1238",6185,"8343","Selbstständige ohne Beschäftigte",0,1,0,420,4,2,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen","8333","8333","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.39"
"1239",6190,"8344","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Gabelstaplerfahrer und verwandte Berufe","8334","8334","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
